cpu_name,launch_date,total_cores,max_turbo_frequency,processor_base_frequency,cache,tdp
Intel® Xeon® Processor E5-4655 v3,Q2'15,6,3.20 GHz,2.90 GHz,30 MB,135.0
Intel® Xeon® Processor E5-4660 v3,Q2'15,14,2.90 GHz,2.10 GHz,35 MB,120.0
Intel® Xeon® Processor E5-4669 v3,Q2'15,18,2.90 GHz,2.10 GHz,45 MB,135.0
Intel® Xeon® Processor E5-4620 v3,Q2'15,10,2.60 GHz,2.00 GHz,25 MB,105.0
Intel® Xeon® Processor E5-4627 v3,Q2'15,10,3.20 GHz,2.60 GHz,25 MB,135.0
Intel® Xeon® Processor E5-4640 v3,Q2'15,12,2.60 GHz,1.90 GHz,30 MB,105.0
Intel® Xeon® Processor E5-4648 v3,Q2'15,12,2.20 GHz,1.70 GHz,30 MB,105.0
Intel® Xeon® Processor E5-4667 v3,Q2'15,16,2.90 GHz,2.00 GHz,40 MB,135.0
Intel® Xeon® Processor E7-4809 v3,Q2'15,8,,2.00 GHz,20 MB Last Level Cache,115.0
Intel® Xeon® Processor E7-4820 v3,Q2'15,10,,1.90 GHz,25 MB Last Level Cache,115.0
Intel® Xeon® Processor E7-4830 v3,Q2'15,12,2.70 GHz,2.10 GHz,30 MB Last Level Cache,115.0
Intel® Xeon® Processor E7-4850 v3,Q2'15,14,2.80 GHz,2.20 GHz,35 MB Last Level Cache,115.0
Intel® Xeon® Processor E7-8860 v3,Q2'15,16,3.20 GHz,2.20 GHz,40 MB Last Level Cache,140.0
Intel® Xeon® Processor E7-8867 v3,Q2'15,16,3.30 GHz,2.50 GHz,45 MB,165.0
Intel® Xeon® Processor E7-8870 v3,Q2'15,18,2.90 GHz,2.10 GHz,45 MB Last Level Cache,140.0
Intel® Xeon® Processor E7-8880 v3,Q2'15,18,3.10 GHz,2.30 GHz,45 MB Last Level Cache,150.0
Intel® Xeon® Processor E7-8880L v3,Q2'15,18,2.80 GHz,2.00 GHz,45 MB Last Level Cache,115.0
Intel® Xeon® Processor E7-8890 v3,Q2'15,18,3.30 GHz,2.50 GHz,45 MB Last Level Cache,165.0
Intel® Xeon® Processor E7-8891 v3,Q2'15,10,3.50 GHz,2.80 GHz,45 MB Last Level Cache,165.0
Intel® Xeon® Processor E7-8893 v3,Q2'15,4,3.50 GHz,3.20 GHz,45 MB Last Level Cache,140.0
Intel® Celeron® Processor N3000,Q1'15,2,,1.04 GHz,2 MB L2 Cache,4.0
Intel® Celeron® Processor N3050,Q1'15,2,,1.60 GHz,2 MB L2 Cache,6.0
Intel® Celeron® Processor N3150,Q1'15,4,,1.60 GHz,2 MB L2 Cache,6.0
Intel® Core™ i3-4170 Processor,Q1'15,2,,3.70 GHz,3 MB,54.0
Intel® Core™ i3-4170T Processor,Q1'15,2,,3.20 GHz,3 MB,35.0
Intel® Core™ i3-4370T Processor,Q1'15,2,,3.30 GHz,4 MB,35.0
Intel® Core™ i3-5015U Processor,Q1'15,2,,2.10 GHz,3 MB,15.0
Intel® Core™ i3-5020U Processor,Q1'15,2,,2.20 GHz,3 MB,15.0
Intel® Pentium® Processor 3825U,Q1'15,2,,1.90 GHz,2 MB,15.0
Intel® Pentium® Processor G3260,Q1'15,2,,3.30 GHz,3 MB,53.0
Intel® Pentium® Processor G3260T,Q1'15,2,,2.90 GHz,3 MB,35.0
Intel® Pentium® Processor G3460T,Q1'15,2,,3.00 GHz,3 MB,35.0
Intel® Pentium® Processor G3470,Q1'15,2,,3.60 GHz,3 MB,53.0
Intel® Pentium® Processor N3700,Q1'15,4,,1.60 GHz,2 MB L2 Cache,6.0
Intel® Xeon® Processor D-1520,Q1'15,4,2.60 GHz,2.20 GHz,6 MB,45.0
Intel® Xeon® Processor D-1540,Q1'15,8,2.60 GHz,2.00 GHz,12 MB,45.0
Intel® Xeon® Processor E5-2658A v3,Q1'15,12,2.90 GHz,2.20 GHz,30 MB Intel® Smart Cache,105.0
Intel® Core™ i7-4720HQ Processor,Q1'15,4,3.60 GHz,2.60 GHz,6 MB,47.0
Intel® Core™ i7-4722HQ Processor,Q1'15,4,3.40 GHz,2.40 GHz,6 MB,37.0
Intel® Xeon® Processor E5-1428L v3,Q1'15,8,,2.00 GHz,20 MB,65.0
Intel® Xeon® Processor E5-2408L v3,Q1'15,4,,1.80 GHz,10 MB,45.0
Intel® Xeon® Processor E5-2418L v3,Q1'15,6,,2.00 GHz,15 MB,50.0
Intel® Xeon® Processor E5-2428L v3,Q1'15,8,,1.80 GHz,20 MB,55.0
Intel® Xeon® Processor E5-2438L v3,Q1'15,10,,1.80 GHz,25 MB,70.0
Intel® Celeron® Processor 3205U,Q1'15,2,,1.50 GHz,2 MB,15.0
Intel® Celeron® Processor 3755U,Q1'15,2,,1.70 GHz,2 MB,15.0
Intel® Core™ i3-5005U Processor,Q1'15,2,,2.00 GHz,3 MB,15.0
Intel® Core™ i3-5010U Processor,Q1'15,2,,2.10 GHz,3 MB,15.0
Intel® Core™ i3-5157U Processor,Q1'15,2,,2.50 GHz,3 MB,28.0
Intel® Core™ i5-5250U Processor,Q1'15,2,2.70 GHz,1.60 GHz,3 MB,15.0
Intel® Core™ i7-5557U Processor,Q1'15,2,3.40 GHz,3.10 GHz,4 MB,28.0
Intel® Core™ i7-5650U Processor,Q1'15,2,3.10 GHz,2.20 GHz,4 MB,15.0
Intel® Pentium® Processor 3805U,Q1'15,2,,1.90 GHz,2 MB,15.0
Intel® Core™ i5-5200U Processor,Q1'15,2,2.70 GHz,2.20 GHz,3 MB,15.0
Intel® Core™ i5-5257U Processor,Q1'15,2,3.10 GHz,2.70 GHz,3 MB,28.0
Intel® Core™ i5-5287U Processor,Q1'15,2,3.30 GHz,2.90 GHz,3 MB,28.0
Intel® Core™ i5-5300U Processor,Q1'15,2,2.90 GHz,2.30 GHz,3 MB,15.0
Intel® Core™ i5-5350U Processor,Q1'15,2,2.90 GHz,1.80 GHz,3 MB,15.0
Intel® Core™ i7-5500U Processor,Q1'15,2,3.00 GHz,2.40 GHz,4 MB,15.0
Intel® Core™ i7-5550U Processor,Q1'15,2,3.00 GHz,2.00 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-5600U Processor,Q1'15,2,3.20 GHz,2.60 GHz,4 MB,15.0
Intel® Core™ M-5Y10c Processor,Q4'14,2,2.00 GHz,800 MHz,4 MB,4.5
Intel® Core™ M-5Y31 Processor,Q4'14,2,2.40 GHz,900 MHz,4 MB,4.5
Intel® Core™ M-5Y51 Processor,Q4'14,2,2.60 GHz,1.10 GHz,4 MB,4.5
Intel® Core™ M-5Y71 Processor,Q4'14,2,2.90 GHz,1.20 GHz,4 MB,4.5
Intel Atom® Processor E3805,Q4'14,2,,1.33 GHz,1 MB L2 Cache,3.0
Intel® Xeon® Processor E5-1620 v3,Q3'14,4,3.60 GHz,3.50 GHz,10 MB Intel® Smart Cache,140.0
Intel® Xeon® Processor E5-1630 v3,Q3'14,4,3.80 GHz,3.70 GHz,10 MB Intel® Smart Cache,140.0
Intel® Xeon® Processor E5-1650 v3,Q3'14,6,3.80 GHz,3.50 GHz,15 MB Intel® Smart Cache,140.0
Intel® Xeon® Processor E5-1660 v3,Q3'14,8,3.50 GHz,3.00 GHz,20 MB Intel® Smart Cache,140.0
Intel® Xeon® Processor E5-1680 v3,Q3'14,8,3.80 GHz,3.20 GHz,20 MB Intel® Smart Cache,140.0
Intel® Xeon® Processor E5-2603 v3,Q3'14,6,,1.60 GHz,15 MB Intel® Smart Cache,85.0
Intel® Xeon® Processor E5-2608L v3,Q3'14,6,,2.00 GHz,15 MB Intel® Smart Cache,52.0
Intel® Xeon® Processor E5-2609 v3,Q3'14,6,,1.90 GHz,15 MB Intel® Smart Cache,85.0
Intel® Xeon® Processor E5-2618L v3,Q3'14,8,3.40 GHz,2.30 GHz,20 MB Intel® Smart Cache,75.0
Intel® Xeon® Processor E5-2620 v3,Q3'14,6,3.20 GHz,2.40 GHz,15 MB Intel® Smart Cache,85.0
Intel® Xeon® Processor E5-2623 v3,Q3'14,4,3.50 GHz,3.00 GHz,10 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E5-2628L v3,Q3'14,10,2.50 GHz,2.00 GHz,25 MB Intel® Smart Cache,75.0
Intel® Xeon® Processor E5-2630 v3,Q3'14,8,3.20 GHz,2.40 GHz,20 MB Intel® Smart Cache,85.0
Intel® Xeon® Processor E5-2630L v3,Q3'14,8,2.90 GHz,1.80 GHz,20 MB Intel® Smart Cache,55.0
Intel® Xeon® Processor E5-2637 v3,Q3'14,4,3.70 GHz,3.50 GHz,15 MB Intel® Smart Cache,135.0
Intel® Xeon® Processor E5-2640 v3,Q3'14,8,3.40 GHz,2.60 GHz,20 MB Intel® Smart Cache,90.0
Intel® Xeon® Processor E5-2643 v3,Q3'14,6,3.70 GHz,3.40 GHz,20 MB Intel® Smart Cache,135.0
Intel® Xeon® Processor E5-2648L v3,Q3'14,12,2.50 GHz,1.80 GHz,30 MB Intel® Smart Cache,75.0
Intel® Xeon® Processor E5-2650 v3,Q3'14,10,3.00 GHz,2.30 GHz,25 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E5-2650L v3,Q3'14,12,2.50 GHz,1.80 GHz,30 MB Intel® Smart Cache,65.0
Intel® Xeon® Processor E5-2658 v3,Q3'14,12,2.90 GHz,2.20 GHz,30 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E5-2660 v3,Q3'14,10,3.30 GHz,2.60 GHz,25 MB Intel® Smart Cache,105.0
Intel® Xeon® Processor E5-2667 v3,Q3'14,8,3.60 GHz,3.20 GHz,20 MB Intel® Smart Cache,135.0
Intel® Xeon® Processor E5-2670 v3,Q3'14,12,3.10 GHz,2.30 GHz,30 MB Intel® Smart Cache,120.0
Intel® Xeon® Processor E5-2680 v3,Q3'14,12,3.30 GHz,2.50 GHz,30 MB Intel® Smart Cache,120.0
Intel® Xeon® Processor E5-2683 v3,Q3'14,14,3.00 GHz,2.00 GHz,35 MB Intel® Smart Cache,120.0
Intel® Xeon® Processor E5-2687W v3,Q3'14,10,3.50 GHz,3.10 GHz,25 MB Intel® Smart Cache,160.0
Intel® Xeon® Processor E5-2690 v3,Q3'14,12,3.50 GHz,2.60 GHz,30 MB Intel® Smart Cache,135.0
Intel® Xeon® Processor E5-2695 v3,Q3'14,14,3.30 GHz,2.30 GHz,35 MB Intel® Smart Cache,120.0
Intel® Xeon® Processor E5-2697 v3,Q3'14,14,3.60 GHz,2.60 GHz,35 MB Intel® Smart Cache,145.0
Intel® Xeon® Processor E5-2698 v3,Q3'14,16,3.60 GHz,2.30 GHz,40 MB Intel® Smart Cache,135.0
Intel® Xeon® Processor E5-2699 v3,Q3'14,18,3.60 GHz,2.30 GHz,45 MB Intel® Smart Cache,145.0
Intel® Core™ M-5Y10 Processor,Q3'14,2,2.00 GHz,800 MHz,4 MB,4.5
Intel® Core™ M-5Y10a Processor,Q3'14,2,2.00 GHz,800 MHz,4 MB,4.5
Intel® Core™ M-5Y70 Processor,Q3'14,2,2.60 GHz,1.10 GHz,4 MB,4.5
Intel® Core™ i7-5930K Processor,Q3'14,6,3.70 GHz,3.50 GHz,15 MB Intel® Smart Cache,140.0
Intel® Core™ i7-5960X Processor Extreme Edition,Q3'14,8,3.50 GHz,3.00 GHz,20 MB Intel® Smart Cache,140.0
Intel® Core™ i7-5820K Processor,Q3'14,6,3.60 GHz,3.30 GHz,15 MB Intel® Smart Cache,140.0
Intel® Celeron® Processor N2808,Q3'14,2,,1.58 GHz,1 MB L2 Cache,4.5
Intel® Celeron® Processor N2840,Q3'14,2,,2.16 GHz,1 MB L2 Cache,7.5
Intel® Celeron® Processor N2940,Q3'14,4,,1.83 GHz,2 MB L2 Cache,7.5
Intel® Core™ i3-4160 Processor,Q3'14,2,,3.60 GHz,3 MB Intel® Smart Cache,54.0
Intel® Core™ i3-4160T Processor,Q3'14,2,,3.10 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4360T Processor,Q3'14,2,,3.20 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4370 Processor,Q3'14,2,,3.80 GHz,4 MB Intel® Smart Cache,54.0
Intel® Core™ i5-4210H Processor,Q3'14,2,3.50 GHz,2.90 GHz,3 MB Intel® Smart Cache,47.0
Intel® Core™ i5-4278U Processor,Q3'14,2,3.10 GHz,2.60 GHz,3 MB,28.0
Intel® Core™ i5-4308U Processor,Q3'14,2,3.30 GHz,2.80 GHz,3 MB,28.0
Intel® Core™ i7-4578U Processor,Q3'14,2,3.50 GHz,3.00 GHz,4 MB,28.0
Intel® Core™ i7-4770HQ Processor,Q3'14,4,3.40 GHz,2.20 GHz,6 MB,47.0
Intel® Core™ i7-4870HQ Processor,Q3'14,4,3.70 GHz,2.50 GHz,6 MB,47.0
Intel® Core™ i7-4980HQ Processor,Q3'14,4,4.00 GHz,2.80 GHz,6 MB,47.0
Intel® Pentium® Processor G3250,Q3'14,2,,3.20 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor G3250T,Q3'14,2,,2.80 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3450T,Q3'14,2,,2.90 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3460,Q3'14,2,,3.50 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor N3540,Q3'14,4,,2.16 GHz,2 MB L2 Cache,7.5
Intel® Core™ i5-4690K Processor,Q2'14,4,3.90 GHz,3.50 GHz,6 MB Intel® Smart Cache,88.0
Intel® Core™ i7-4790K Processor,Q2'14,4,4.40 GHz,4.00 GHz,8 MB Intel® Smart Cache,88.0
Intel® Pentium® Processor G3258,Q2'14,2,,3.20 GHz,3 MB,53.0
Intel® Celeron® Processor G1840,Q2'14,2,,2.80 GHz,2 MB,53.0
Intel® Celeron® Processor G1840T,Q2'14,2,,2.50 GHz,2 MB,35.0
Intel® Celeron® Processor G1850,Q2'14,2,,2.90 GHz,2 MB,53.0
Intel® Core™ i5-4460 Processor,Q2'14,4,3.40 GHz,3.20 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4460S Processor,Q2'14,4,3.40 GHz,2.90 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4460T Processor,Q2'14,4,2.70 GHz,1.90 GHz,6 MB Intel® Smart Cache,35.0
Intel® Core™ i5-4590 Processor,Q2'14,4,3.70 GHz,3.30 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4590S Processor,Q2'14,4,3.70 GHz,3.00 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4590T Processor,Q2'14,4,3.00 GHz,2.00 GHz,6 MB Intel® Smart Cache,35.0
Intel® Core™ i5-4690 Processor,Q2'14,4,3.90 GHz,3.50 GHz,6 MB Intel® Smart Cache,84.0
Intel® Core™ i5-4690S Processor,Q2'14,4,3.90 GHz,3.20 GHz,6 MB Intel® Smart Cache,65.0
Intel® Core™ i5-4690T Processor,Q2'14,4,3.50 GHz,2.50 GHz,6 MB Intel® Smart Cache,45.0
Intel® Core™ i7-4785T Processor,Q2'14,4,3.20 GHz,2.20 GHz,8 MB Intel® Smart Cache,35.0
Intel® Core™ i7-4790 Processor,Q2'14,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,84.0
Intel® Core™ i7-4790S Processor,Q2'14,4,4.00 GHz,3.20 GHz,8 MB Intel® Smart Cache,65.0
Intel® Core™ i7-4790T Processor,Q2'14,4,3.90 GHz,2.70 GHz,8 MB Intel® Smart Cache,45.0
Intel® Pentium® Processor G3240,Q2'14,2,,3.10 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor G3240T,Q2'14,2,,2.70 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3440,Q2'14,2,,3.30 GHz,3 MB Intel® Smart Cache,53.0
Intel® Pentium® Processor G3440T,Q2'14,2,,2.80 GHz,3 MB Intel® Smart Cache,35.0
Intel® Pentium® Processor G3450,Q2'14,2,,3.40 GHz,3 MB Intel® Smart Cache,53.0
Intel® Xeon® Processor E3-1240L v3,Q2'14,4,3.00 GHz,2.00 GHz,8 MB Intel® Smart Cache,25.0
Intel® Xeon® Processor E3-1271 v3,Q2'14,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1276 v3,Q2'14,4,4.00 GHz,3.60 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1281 v3,Q2'14,4,4.10 GHz,3.70 GHz,8 MB Intel® Smart Cache,82.0
Intel® Xeon® Processor E3-1286 v3,Q2'14,4,4.10 GHz,3.70 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1286L v3,Q2'14,4,4.00 GHz,3.20 GHz,8 MB Intel® Smart Cache,65.0
Intel® Core™ i3-4150 Processor,Q2'14,2,,3.50 GHz,3 MB Intel® Smart Cache,54.0
Intel® Core™ i3-4150T Processor,Q2'14,2,,3.00 GHz,3 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4340TE Processor,Q2'14,2,,2.60 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4350 Processor,Q2'14,2,,3.60 GHz,4 MB Intel® Smart Cache,54.0
Intel® Core™ i3-4350T Processor,Q2'14,2,,3.10 GHz,4 MB Intel® Smart Cache,35.0
Intel® Core™ i3-4360 Processor,Q2'14,2,,3.70 GHz,4 MB Intel® Smart Cache,54.0
Intel® Xeon® Processor E3-1226 v3,Q2'14,4,3.70 GHz,3.30 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1231 v3,Q2'14,4,3.80 GHz,3.40 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1241 v3,Q2'14,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E3-1246 v3,Q2'14,4,3.90 GHz,3.50 GHz,8 MB Intel® Smart Cache,84.0
Intel® Xeon® Processor E3-1275L v3,Q2'14,4,3.90 GHz,2.70 GHz,8 MB Intel® Smart Cache,45.0
Intel® Celeron® Processor 2970M,Q2'14,2,,2.20 GHz,2 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4025U Processor,Q2'14,2,,1.90 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4030U Processor,Q2'14,2,,1.90 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i3-4030Y Processor,Q2'14,2,,1.60 GHz,3 MB Intel® Smart Cache,11.5
Intel® Core™ i3-4110E Processor,Q2'14,2,,2.60 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4110M Processor,Q2'14,2,,2.60 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i3-4112E Processor,Q2'14,2,,1.80 GHz,3 MB Intel® Smart Cache,25.0
Intel® Core™ i3-4120U Processor,Q2'14,2,,2.00 GHz,3 MB,15.0
Intel® Core™ i5-4210M Processor,Q2'14,2,3.20 GHz,2.60 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4210U Processor,Q2'14,2,2.70 GHz,1.70 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4220Y Processor,Q2'14,2,2.00 GHz,1.60 GHz,3 MB,11.5
Intel® Core™ i5-4260U Processor,Q2'14,2,2.70 GHz,1.40 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4410E Processor,Q2'14,2,,2.90 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4422E Processor,Q2'14,2,2.90 GHz,1.80 GHz,3 MB Intel® Smart Cache,25.0
Intel® Core™ i7-4510U Processor,Q2'14,2,3.10 GHz,2.00 GHz,4 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4710HQ Processor,Q2'14,4,3.50 GHz,2.50 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4710MQ Processor,Q2'14,4,3.50 GHz,2.50 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4712HQ Processor,Q2'14,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4712MQ Processor,Q2'14,4,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4760HQ Processor,Q2'14,4,3.30 GHz,2.10 GHz,6 MB Intel® Smart Cache,47.0
Intel® Pentium® Processor 3560M,Q2'14,2,,2.40 GHz,2 MB,37.0
Intel® Quark™ SoC X1001,Q2'14,1,,400 MHz,16 KB,2.2
Intel® Quark™ SoC X1011,Q2'14,1,,400 MHz,16 KB,2.2
Intel® Quark™ SoC X1020,Q2'14,1,,400 MHz,16 KB,2.2
Intel® Quark™ SoC X1021,Q2'14,1,,400 MHz,16 KB,2.2
Intel® Quark™ SoC X1021D,Q2'14,1,,400 MHz,16 KB,2.2
Intel® Xeon Phi™ Coprocessor 7120A,Q2'14,61,1.33 GHz,1.24 GHz,30.5 MB L2 Cache,300.0
Intel® Core™ i5-4402EC Processor,Q1'14,2,,2.50 GHz,4 MB Intel® Smart Cache,27.0
Intel® Core™ i7-4700EC Processor,Q1'14,4,,2.70 GHz,8 MB Intel® Smart Cache,43.0
Intel® Core™ i7-4702EC Processor,Q1'14,4,,2.00 GHz,8 MB Intel® Smart Cache,27.0
Intel Atom® Processor C2308,Q2'14,2,,1.25 GHz,1 MB,6.0
Intel Atom® Processor C2508,Q2'14,4,,1.25 GHz,2 MB,9.5
Intel® Xeon Phi™ Coprocessor 7120D,Q1'14,61,1.33 GHz,1.24 GHz,30.5 MB L2 Cache,270.0
Intel® Xeon® Processor E5-4610 v2,Q1'14,8,2.70 GHz,2.30 GHz,16 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4620 v2,Q1'14,8,3.00 GHz,2.60 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4627 v2,Q1'14,8,3.60 GHz,3.30 GHz,16 MB Intel® Smart Cache,130.0
Intel® Xeon® Processor E5-4640 v2,Q1'14,10,2.70 GHz,2.20 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4650 v2,Q1'14,10,2.90 GHz,2.40 GHz,25 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4657L v2,Q1'14,12,2.90 GHz,2.40 GHz,30 MB Intel® Smart Cache,115.0
Intel® Xeon® Processor E5-4603 v2,Q1'14,4,2.20 GHz,2.20 GHz,10 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4607 v2,Q1'14,6,2.60 GHz,2.60 GHz,15 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-4624L v2,Q1'14,10,2.50 GHz,1.90 GHz,25 MB Intel® Smart Cache,70.0
Intel® Celeron® Processor N2807,Q1'14,2,,1.58 GHz,1 MB,4.3
Intel® Xeon® Processor E7-2850 v2,Q1'14,12,2.80 GHz,2.30 GHz,24 MB,105.0
Intel® Xeon® Processor E7-2870 v2,Q1'14,15,2.90 GHz,2.30 GHz,30 MB,130.0
Intel® Xeon® Processor E7-2880 v2,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB,130.0
Intel® Xeon® Processor E7-2890 v2,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB,155.0
Intel® Xeon® Processor E7-4809 v2,Q1'14,6,,1.90 GHz,12 MB,105.0
Intel® Xeon® Processor E7-4820 v2,Q1'14,8,2.50 GHz,2.00 GHz,16 MB,105.0
Intel® Xeon® Processor E7-4830 v2,Q1'14,10,2.70 GHz,2.20 GHz,20 MB,105.0
Intel® Xeon® Processor E7-4850 v2,Q1'14,12,2.80 GHz,2.30 GHz,24 MB,105.0
Intel® Xeon® Processor E7-4860 v2,Q1'14,12,3.20 GHz,2.60 GHz,30 MB,130.0
Intel® Xeon® Processor E7-4870 v2,Q1'14,15,2.90 GHz,2.30 GHz,30 MB,130.0
Intel® Xeon® Processor E7-4880 v2,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB,130.0
Intel® Xeon® Processor E7-4890 v2,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB,155.0
Intel® Xeon® Processor E7-8850 v2,Q1'14,12,2.80 GHz,2.30 GHz,24 MB,105.0
Intel® Xeon® Processor E7-8857 v2,Q1'14,12,3.60 GHz,3.00 GHz,30 MB,130.0
Intel® Xeon® Processor E7-8870 v2,Q1'14,15,2.90 GHz,2.30 GHz,30 MB,130.0
Intel® Xeon® Processor E7-8880 v2,Q1'14,15,3.10 GHz,2.50 GHz,37.5 MB,130.0
Intel® Xeon® Processor E7-8880L v2,Q1'14,15,2.80 GHz,2.20 GHz,37.5 MB,105.0
Intel® Xeon® Processor E7-8890 v2,Q1'14,15,3.40 GHz,2.80 GHz,37.5 MB,155.0
Intel® Xeon® Processor E7-8891 v2,Q1'14,10,3.70 GHz,3.20 GHz,37.5 MB,155.0
Intel® Xeon® Processor E7-8893 v2,Q1'14,6,3.70 GHz,3.40 GHz,37.5 MB,155.0
Intel® Celeron® Processor N2830,Q1'14,2,,2.16 GHz,1 MB,7.5
Intel® Celeron® Processor N2930,Q1'14,4,,1.83 GHz,2 MB,7.5
Intel® Pentium® Processor N3530,Q1'14,4,,2.16 GHz,2 MB,7.5
Intel® Quark™ SoC X1010,Q1'14,1,,400 MHz,16 KB,2.2
Intel® Quark™ SoC X1020D,Q1'14,1,,400 MHz,16 KB,2.2
Intel® Core™ i5-4310M Processor,Q1'14,2,3.40 GHz,2.70 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4310U Processor,Q1'14,2,3.00 GHz,2.00 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i5-4340M Processor,Q1'14,2,3.60 GHz,2.90 GHz,3 MB Intel® Smart Cache,37.0
Intel® Core™ i5-4360U Processor,Q1'14,2,3.00 GHz,1.50 GHz,3 MB Intel® Smart Cache,15.0
Intel® Core™ i7-4610M Processor,Q1'14,2,3.70 GHz,3.00 GHz,4 MB Intel® Smart Cache,37.0
Intel® Core™ i7-4810MQ Processor,Q1'14,4,3.80 GHz,2.80 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4860HQ Processor,Q1'14,4,3.60 GHz,2.40 GHz,6 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4910MQ Processor,Q1'14,4,3.90 GHz,2.90 GHz,8 MB Intel® Smart Cache,47.0
Intel® Core™ i7-4940MX Processor Extreme Edition,Q1'14,4,4.00 GHz,3.10 GHz,8 MB Intel® Smart Cache,57.0
Intel® Pentium® Processor 1405 v2,Q1'14,2,,1.40 GHz,6 MB Intel® Smart Cache,40.0
Intel® Xeon® Processor E5-1428L v2,Q1'14,6,2.70 GHz,2.20 GHz,15 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2403 v2,Q1'14,4,1.80 GHz,1.80 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2407 v2,Q1'14,4,2.40 GHz,2.40 GHz,10 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2418L v2,Q1'14,6,2.00 GHz,2.00 GHz,15 MB Intel® Smart Cache,50.0
Intel® Xeon® Processor E5-2420 v2,Q1'14,6,2.70 GHz,2.20 GHz,15 MB Intel® Smart Cache,80.0
Intel® Xeon® Processor E5-2428L v2,Q1'14,8,2.30 GHz,1.80 GHz,20 MB Intel® Smart Cache,60.0
Intel® Xeon® Processor E5-2440 v2,Q1'14,8,2.40 GHz,1.90 GHz,20 MB Intel® Smart Cache,95.0
Intel® Xeon® Processor E5-2448L v2,Q1'14,10,2.40 GHz,1.80 GHz,25 MB Intel® Smart Cache,70.0
